Name,OID__c,Status__c,SDID__c,SD_Name__c
Object to feet,O-004578,Active,SD-000016,Action with object
Object to head,O-004579,Active,SD-000016,Action with object
Object to knees,O-004580,Active,SD-000016,Action with object
Object to tummy,O-004581,Active,SD-000016,Action with object
?c/?k,O-004584,Active,SD-000484,VC - VI
?c/?k,O-004585,Active,SD-000484,VC - VI
October,O-004586,Active,SD-000126,Expressive
October,O-004587,Active,SD-000254,Matching
October,O-004588,Active,SD-000364,Receptive
?d,O-004589,Active,SD-000484,VC - VI
?d,O-004590,Active,SD-000484,VC - VI
of,O-004591,Active,SD-000260,Matching
of,O-004592,Active,SD-000140,Expressive
of,O-004593,Active,SD-000266,Matching
of,O-004594,Active,SD-000154,Expressive
of,O-004595,Active,SD-000382,Receptive
of,O-004596,Active,SD-000392,Receptive
?f,O-004597,Active,SD-000484,VC - VI
?f,O-004598,Active,SD-000484,VC - VI
?g,O-004600,Active,SD-000484,VC - VI
?g,O-004601,Active,SD-000484,VC - VI
oh,O-004602,Active,SD-000424,Say (sound) th points
?h,O-004603,Active,SD-000484,VC - VI
?j,O-004604,Active,SD-000484,VC - VI
?j,O-004605,Active,SD-000484,VC - VI
Okay,O-004606,Active,SD-000236,Instructional gesture
Okay,O-004607,Active,SD-000334,Q/A
Okay,O-004608,Active,SD-000379,Receptive
?l,O-004609,Active,SD-000484,VC - VI
?l,O-004610,Active,SD-000484,VC - VI
Old,O-004611,Active,SD-000214,Identical Receptive
Old,O-004612,Active,SD-000290,Receptive (opposite) (item)
old,O-004613,Active,SD-000456,Synonym
Old,O-004614,Active,SD-000143,Expressive
Old,O-004615,Active,SD-000086,Exp. non-visual
Old MacDonald,O-004616,Active,SD-000314,PLQ Intraverbal
Old Mcdonald,O-004617,Active,SD-000110,Exposure
Old Mcdonald,O-004618,Active,SD-000237,Intraverbal
Old Mcdonald,O-004619,Active,SD-000443,Song with imitation
Old McDonald,O-004620,Active,SD-000251,Mand
?m,O-004621,Active,SD-000484,VC - VI
?m,O-004622,Active,SD-000484,VC - VI
on,O-004623,Active,SD-000260,Matching
on,O-004624,Active,SD-000140,Expressive
on,O-004625,Active,SD-000266,Matching
on,O-004626,Active,SD-000154,Expressive
on,O-004627,Active,SD-000382,Receptive
on,O-004628,Active,SD-000392,Receptive
?n,O-004629,Active,SD-000484,VC - VI
?n,O-004630,Active,SD-000484,VC - VI
On purpose vs accident,O-004631,Active,SD-000130,Expressive
On purpose vs Accident,O-004632,Active,SD-000340,Q/A
on the weekend,O-004633,Active,SD-000437,Signicant activity
On Top,O-004634,Active,SD-000389,Receptive
On Top,O-004635,Active,SD-000358,Rec. prep. location
On Top,O-004636,Active,SD-000353,Rec. item prep. loc.
On Top,O-004637,Active,SD-000090,Exp. prep. location
On Top,O-004638,Active,SD-000081,Exp. item. prep. loc.
On Top,O-004639,Active,SD-000045,Client Preposition
On top,O-004640,Active,SD-000096,Exposure
one,O-004641,Active,SD-000260,Matching
one,O-004642,Active,SD-000140,Expressive
one,O-004643,Active,SD-000266,Matching
one,O-004644,Active,SD-000154,Expressive
one,O-004645,Active,SD-000382,Receptive
one,O-004646,Active,SD-000392,Receptive
One more minute,O-004647,Active,SD-000040,With therapists
One Step,O-004648,Active,SD-000462,Third person planned model
Oo,O-004649,Active,SD-000270,Matching different cases
oo,O-004650,Active,SD-000424,Say (sound) th points
oo,O-004651,Active,SD-000424,Say (sound) th points
oo,O-004652,Active,SD-000387,Receptive
oo,O-004653,Active,SD-000145,Expressive
oo,O-004654,Active,SD-000438,Single sound VI
?p,O-004655,Active,SD-000484,VC - VI
?p,O-004656,Active,SD-000484,VC - VI
Open,O-004657,Active,SD-000054,Independent request
Open,O-004658,Active,SD-000106,Exposure
open,O-004659,Active,SD-000182,Future
Open,O-004660,Active,SD-000051,Comm. opportunity
Open book,O-004661,Active,SD-000234,Instruction w contextual cue
Open Bottle  Top,O-004662,Active,SD-000021,Activity
Open egg,O-004663,Active,SD-000234,Instruction w contextual cue
Open lunch box,O-004664,Active,SD-000066,Daily living task
Open Mouth,O-004665,Active,SD-000222,Imitation
Open shut them,O-004666,Active,SD-000110,Exposure
Open shut them,O-004667,Active,SD-000237,Intraverbal
Open shut them,O-004668,Active,SD-000443,Song with imitation
Open shut them,O-004669,Active,SD-000251,Mand
Open shut them,O-004670,Active,SD-000314,PLQ Intraverbal
Open/shut hands,O-004671,Active,SD-000002,1 step
Open/shut mouth,O-004672,Active,SD-000222,Imitation
opened,O-004673,Active,SD-000299,Past
opening,O-004674,Active,SD-000322,Present
?q,O-004675,Active,SD-000484,VC - VI
?q,O-004676,Active,SD-000484,VC - VI
or,O-004677,Active,SD-000387,Receptive
or,O-004678,Active,SD-000145,Expressive
or,O-004679,Active,SD-000438,Single sound VI
?r,O-004680,Active,SD-000484,VC - VI
Orange,O-004681,Active,SD-000257,Matching
Orange,O-004682,Active,SD-000368,Receptive
orange,O-004683,Active,SD-000266,Matching
orange,O-004684,Active,SD-000154,Expressive
Orange,O-004685,Active,SD-000128,Expressive
orange,O-004686,Active,SD-000392,Receptive
orange,O-004688,Active,SD-000007,2D Receptive
Orange,O-004689,Active,SD-000210,Identical
Orange,O-004690,Active,SD-000175,Expressive visual only
Orange,O-004691,Active,SD-000135,Expressive
Orange circle,O-004693,Active,SD-000256,Matching
Orange circle,O-004694,Active,SD-000127,Expressive
Orange circle,O-004695,Active,SD-000366,Receptive
Orange food,O-004696,Active,SD-000034,Brainstorming
Orange food,O-004697,Active,SD-000129,Expressive
Orange food,O-004698,Active,SD-000369,Receptive
Orange heart,O-004699,Active,SD-000256,Matching
Orange heart,O-004700,Active,SD-000127,Expressive
Orange heart,O-004701,Active,SD-000366,Receptive
Orange moon,O-004702,Active,SD-000256,Matching
Orange moon,O-004703,Active,SD-000127,Expressive
Orange moon,O-004704,Active,SD-000366,Receptive
Orange square,O-004705,Active,SD-000256,Matching
Orange square,O-004706,Active,SD-000127,Expressive
Orange square,O-004707,Active,SD-000366,Receptive
Orange star,O-004708,Active,SD-000256,Matching
Orange star,O-004709,Active,SD-000127,Expressive
Orange star,O-004710,Active,SD-000366,Receptive
Organised F  - 1 metre away,O-004711,Active,SD-000184,Gaze
Organised F - 2 metres away,O-004712,Active,SD-000184,Gaze
Organised F - 3 metres away,O-004713,Active,SD-000184,Gaze
Orientating body/gaze,O-004714,Active,SD-000054,Independent request
?s,O-004715,Active,SD-000484,VC - VI
?s,O-004716,Active,SD-000484,VC - VI
?t,O-004717,Active,SD-000484,VC - VI
?t,O-004718,Active,SD-000484,VC - VI
Our,O-004719,Active,SD-000087,Exp. our/their
Our,O-004720,Active,SD-000355,Rec. our/their
Out,O-004721,Active,SD-000214,Identical Receptive
Out,O-004722,Active,SD-000290,Receptive (opposite) (item)
Out,O-004723,Active,SD-000143,Expressive
Out,O-004724,Active,SD-000086,Exp. non-visual
Out of sight,O-004726,Active,SD-000238,Item
Outside,O-004727,Active,SD-000381,Receptive
Outside,O-004728,Active,SD-000420,Room
Outside,O-004729,Active,SD-000139,Expressive
Outside,O-004730,Active,SD-000249,Location
?v,O-004731,Active,SD-000484,VC - VI
?v,O-004732,Active,SD-000484,VC - VI
Oval,O-004733,Active,SD-000149,Expressive
Oval,O-004734,Active,SD-000264,Matching
Oval,O-004735,Active,SD-000391,Receptive
Oven,O-004736,Active,SD-000239,Item
ow,O-004737,Active,SD-000424,Say (sound) th points
ow,O-004738,Active,SD-000438,Single sound VI
?w,O-004739,Active,SD-000484,VC - VI
Owl,O-004740,Active,SD-000170,Expressive Q/A
Owl,O-004741,Active,SD-000170,Expressive Q/A
Owl,O-004742,Active,SD-000403,Receptive Q/A
Owl,O-004743,Active,SD-000160,Expressive (Animal says...)
?x,O-004744,Active,SD-000484,VC - VI
?x,O-004745,Active,SD-000484,VC - VI
oy,O-004746,Active,SD-000424,Say (sound) th points
?y,O-004747,Active,SD-000484,VC - VI
?z,O-004748,Active,SD-000484,VC - VI
?z,O-004749,Active,SD-000484,VC - VI
p,O-004750,Active,SD-000445,Sound paired w gesture
P,O-004751,Active,SD-000259,Matching
p,O-004752,Active,SD-000259,Matching
P,O-004753,Active,SD-000380,Receptive
p,O-004754,Active,SD-000380,Receptive
p,O-004755,Active,SD-000424,Say (sound) th points
p,O-004756,Active,SD-000387,Receptive
p,O-004757,Active,SD-000479,Trace
P,O-004758,Active,SD-000479,Trace
p,O-004759,Active,SD-000438,Single sound VI
p,O-004760,Active,SD-000520,Write (no visual)
P,O-004761,Active,SD-000520,Write (no visual)
P,O-004762,Active,SD-000138,Expressive
p,O-004763,Active,SD-000138,Expressive
p,O-004764,Active,SD-000145,Expressive
p,O-004765,Active,SD-000521,Write (with visual)
P,O-004766,Active,SD-000521,Write (with visual)
p words,O-004767,Active,SD-000518,Words - VI
p?,O-004768,Active,SD-000065,CV - VI
p?,O-004769,Active,SD-000065,CV - VI
Pack Bag,O-004770,Active,SD-000234,Instruction w contextual cue
Pack Up,O-004771,Active,SD-000234,Instruction w contextual cue
Pack up,O-004772,Active,SD-000066,Daily living task
Packing bag,O-004773,Active,SD-000148,Expressive
Packing bag,O-004774,Active,SD-000431,Sequence
paint,O-004775,Active,SD-000182,Future
Paint-Paintbrush,O-004776,Active,SD-000360,Receptive
Paint-Paintbrush,O-004777,Active,SD-000123,Expressive
painted,O-004778,Active,SD-000299,Past
Painter,O-004779,Active,SD-000078,Exp. function
Painter,O-004780,Active,SD-000142,Expressive
Painter,O-004781,Active,SD-000414,Reverse exp. function
Painter,O-004782,Active,SD-000385,Receptive
Painter,O-004783,Active,SD-000094,Exposure
Painting,O-004784,Active,SD-000359,Receptive
Painting,O-004785,Active,SD-000295,Painting
Painting,O-004786,Active,SD-000148,Expressive
Painting,O-004787,Active,SD-000122,Expressive
Painting,O-004788,Active,SD-000431,Sequence
painting,O-004789,Active,SD-000322,Present
Painting,O-004790,Active,SD-000023,Activity
Palms Together,O-004791,Active,SD-000002,1 step
Pantry,O-004792,Active,SD-000249,Location
Pantry food vs fridge food,O-004793,Active,SD-000372,Receptive
pants,O-004794,Active,SD-000266,Matching
pants,O-004795,Active,SD-000154,Expressive
Pants,O-004796,Active,SD-000238,Item
pants,O-004797,Active,SD-000392,Receptive
Pants,O-004798,Active,SD-000007,2D Receptive
Pants Down,O-004799,Active,SD-000066,Daily living task
Pants down,O-004800,Active,SD-000464,Toilet routine
Pants off,O-004802,Active,SD-000066,Daily living task
Pants on,O-004803,Active,SD-000066,Daily living task
Pants Up,O-004804,Active,SD-000066,Daily living task
Pants vs Tops,O-004806,Active,SD-000372,Receptive
Paper,O-004807,Active,SD-000135,Expressive
paper,O-004808,Active,SD-000266,Matching
paper,O-004809,Active,SD-000154,Expressive
paper,O-004810,Active,SD-000392,Receptive
Paper aeroplane,O-004811,Active,SD-000323,Co-operative play with therapist
Paper in toilet,O-004812,Active,SD-000464,Toilet routine
Parallel play,O-004813,Active,SD-000076,Engage in activity
Parent  1,O-004814,Active,SD-000263,Matching
Parent  1,O-004815,Active,SD-000386,Receptive
Parent  1,O-004816,Active,SD-000144,Expressive
Parent 1,O-004817,Active,SD-000301,Person
Parent 1 Clapping,O-004818,Active,SD-000402,Receptive Person/action
Parent 1 Clapping,O-004819,Active,SD-000169,Expressive Person/Action
Parent 1 Cooking,O-004820,Active,SD-000402,Receptive Person/action
Parent 1 Cooking,O-004821,Active,SD-000169,Expressive Person/Action
Parent 1 Cutting,O-004822,Active,SD-000402,Receptive Person/action
Parent 1 Cutting,O-004823,Active,SD-000169,Expressive Person/Action
Parent 1 Drawing,O-004824,Active,SD-000402,Receptive Person/action
Parent 1 Drawing,O-004825,Active,SD-000169,Expressive Person/Action
Parent 1 Drinking,O-004826,Active,SD-000402,Receptive Person/action
Parent 1 Drinking,O-004827,Active,SD-000169,Expressive Person/Action
Parent 1 Eating,O-004828,Active,SD-000402,Receptive Person/action
Parent 1 Eating,O-004829,Active,SD-000169,Expressive Person/Action
Parent 1 Jumping,O-004830,Active,SD-000402,Receptive Person/action
Parent 1 Jumping,O-004831,Active,SD-000169,Expressive Person/Action
Parent 1 Reading,O-004832,Active,SD-000402,Receptive Person/action
Parent 1 Reading,O-004833,Active,SD-000169,Expressive Person/Action
Parent 1 Sleeping,O-004834,Active,SD-000402,Receptive Person/action
Parent 1 Sleeping,O-004835,Active,SD-000169,Expressive Person/Action
Parent 1 Waving,O-004836,Active,SD-000402,Receptive Person/action
Parent 1 Waving,O-004837,Active,SD-000169,Expressive Person/Action
Parent 2,O-004838,Active,SD-000263,Matching
Parent 2,O-004839,Active,SD-000386,Receptive
Parent 2,O-004840,Active,SD-000301,Person
Parent 2,O-004841,Active,SD-000144,Expressive
Parent 2 Clapping,O-004842,Active,SD-000402,Receptive Person/action
Parent 2 Clapping,O-004843,Active,SD-000169,Expressive Person/Action
Parent 2 Cooking,O-004844,Active,SD-000402,Receptive Person/action
Parent 2 Cooking,O-004845,Active,SD-000169,Expressive Person/Action
Parent 2 Cutting,O-004846,Active,SD-000402,Receptive Person/action
Parent 2 Cutting,O-004847,Active,SD-000169,Expressive Person/Action
Parent 2 Drawing,O-004848,Active,SD-000402,Receptive Person/action
Parent 2 Drawing,O-004849,Active,SD-000169,Expressive Person/Action
Parent 2 Drinking,O-004850,Active,SD-000402,Receptive Person/action
Parent 2 Drinking,O-004851,Active,SD-000169,Expressive Person/Action
Parent 2 Eating,O-004852,Active,SD-000402,Receptive Person/action
Parent 2 Eating,O-004853,Active,SD-000169,Expressive Person/Action
Parent 2 Jumping,O-004854,Active,SD-000402,Receptive Person/action
Parent 2 Jumping,O-004855,Active,SD-000169,Expressive Person/Action
Parent 2 Reading,O-004856,Active,SD-000402,Receptive Person/action
Parent 2 Reading,O-004857,Active,SD-000169,Expressive Person/Action
Parent 2 Sleeping,O-004858,Active,SD-000402,Receptive Person/action
Parent 2 Sleeping,O-004859,Active,SD-000169,Expressive Person/Action
Parent 2 Waving,O-004860,Active,SD-000402,Receptive Person/action
Parent 2 Waving,O-004861,Active,SD-000169,Expressive Person/Action
Parent 3,O-004862,Active,SD-000301,Person
Parent 4,O-004863,Active,SD-000301,Person
Parent room,O-004864,Active,SD-000381,Receptive
Parent room,O-004865,Active,SD-000139,Expressive
Parent room 2,O-004866,Active,SD-000381,Receptive
Parent room 2,O-004867,Active,SD-000420,Room
Parent room 2,O-004868,Active,SD-000139,Expressive
Parents,O-004869,Active,SD-000302,Person facing away
Parents room,O-004870,Active,SD-000420,Room
Parents room,O-004871,Active,SD-000249,Location
Park,O-004872,Active,SD-000381,Receptive
park,O-004873,Active,SD-000266,Matching
park,O-004874,Active,SD-000154,Expressive
Park,O-004875,Active,SD-000139,Expressive
park,O-004876,Active,SD-000392,Receptive
Partially visible,O-004877,Active,SD-000238,Item
Pass the parcel,O-004878,Active,SD-000440,Social game
Pasta,O-004879,Active,SD-000135,Expressive
Pasta,O-004880,Active,SD-000175,Expressive visual only
paste,O-004881,Active,SD-000182,Future
pasted,O-004882,Active,SD-000299,Past
Pasting,O-004883,Active,SD-000359,Receptive
Pasting,O-004884,Active,SD-000122,Expressive
pasting,O-004885,Active,SD-000322,Present
Pasting,O-004886,Active,SD-000023,Activity
Pasting (1 shape),O-004887,Active,SD-000024,Activity
Pasting (2 shapes),O-004888,Active,SD-000024,Activity
pat,O-004889,Active,SD-000182,Future
Pat Thighs,O-004890,Active,SD-000307,Imitation
patted,O-004891,Active,SD-000299,Past
patting,O-004892,Active,SD-000322,Present
Paw,O-004893,Active,SD-000371,Receptive
Paw,O-004894,Active,SD-000131,Expressive
p?,O-004895,Active,SD-000065,CV - VI
p?,O-004896,Active,SD-000065,CV - VI
Peace Sign,O-004897,Active,SD-000002,1 step
Pear,O-004898,Active,SD-000135,Expressive
Pear,O-004899,Active,SD-000175,Expressive visual only
Pear,O-004900,Active,SD-000007,2D Receptive
Pedaling,O-004901,Active,SD-000417,Ride bike
Peddling,O-004902,Active,SD-000416,Ride Bike
Peeling orange,O-004903,Active,SD-000148,Expressive
Peeling orange,O-004904,Active,SD-000431,Sequence
Peer's turn,O-004905,Active,SD-000046,Close ended task
Peer's turn,O-004906,Active,SD-000292,Open ended task
Peer's turn,O-004907,Active,SD-000046,Close ended task
Peer's turn,O-004908,Active,SD-000321,Preferred item
Peer's turn,O-004909,Active,SD-000245,Less preferred item
Peer's turn,O-004910,Active,SD-000481,Turn taking
Peg Board,O-004911,Active,SD-000069,Do (activity)
Pegs Off,O-004912,Active,SD-000021,Activity
Pegs On,O-004913,Active,SD-000021,Activity
Pencil,O-004914,Active,SD-000135,Expressive
pencil,O-004915,Active,SD-000266,Matching
pencil,O-004916,Active,SD-000154,Expressive
pencil,O-004917,Active,SD-000392,Receptive
Pencil,O-004918,Active,SD-000523,Written Word
Pencil-Paper,O-004919,Active,SD-000360,Receptive
Pencil-Paper,O-004920,Active,SD-000123,Expressive
Pencils,O-004921,Active,SD-000210,Identical
People,O-004922,Active,SD-000388,Receptive
people,O-004923,Active,SD-000056,Communication opportunity
Perseverance,O-004924,Active,SD-000040,With therapists
Person,O-004925,Active,SD-000180,From model
Person,O-004926,Active,SD-000374,Receptive
Person,O-004927,Active,SD-000220,Imitation
Petal,O-004929,Active,SD-000371,Receptive
Petal,O-004930,Active,SD-000131,Expressive
Petrol Station,O-004931,Active,SD-000139,Expressive
Pets,O-004932,Active,SD-000034,Brainstorming
Pets,O-004933,Active,SD-000129,Expressive
Pets,O-004934,Active,SD-000369,Receptive
Pets,O-004935,Active,SD-000312,Play scenario
Pharmacy,O-004936,Active,SD-000381,Receptive
Pharmacy,O-004937,Active,SD-000168,Expressive Occupation Location
Pharmacy,O-004938,Active,SD-000139,Expressive
Pharmacy,O-004939,Active,SD-000400,Receptive Function
Pharmacy,O-004940,Active,SD-000165,Expressive Function
Phone,O-004941,Active,SD-000327,Pretend with item
Photographer,O-004942,Active,SD-000142,Expressive
p?,O-004943,Active,SD-000065,CV - VI
p?,O-004944,Active,SD-000065,CV - VI
