Name,OID__c,Status__c,SDID__c,SD_Name__c
Knob,O-004003,Active,SD-000131,Expressive
Knob,O-004004,Active,SD-000131,Expressive
Knock,O-004005,Active,SD-000307,Imitation
Knock,O-004006,Active,SD-000352,Rec. Instr.
Knock,O-004007,Active,SD-000311,Planned model with toy
Knock,O-004008,Active,SD-000352,Rec. Instr.
KWS Drink,O-004009,Active,SD-000054,Independent request
KWS Eat,O-004010,Active,SD-000054,Independent request
KWS Help,O-004011,Active,SD-000054,Independent request
KWS More,O-004012,Active,SD-000054,Independent request
KWS Open,O-004013,Active,SD-000054,Independent request
KWS Toilet,O-004014,Active,SD-000054,Independent request
L,O-004015,Active,SD-000445,Sound paired w gesture
L,O-004016,Active,SD-000259,Matching
l,O-004017,Active,SD-000259,Matching
L,O-004018,Active,SD-000380,Receptive
l,O-004019,Active,SD-000380,Receptive
l,O-004020,Active,SD-000424,Say (sound) th points
l,O-004021,Active,SD-000387,Receptive
l,O-004022,Active,SD-000479,Trace
L,O-004023,Active,SD-000479,Trace
l,O-004024,Active,SD-000438,Single sound VI
l,O-004025,Active,SD-000520,Write (no visual)
L,O-004026,Active,SD-000520,Write (no visual)
L,O-004027,Active,SD-000138,Expressive
l,O-004028,Active,SD-000138,Expressive
L shape,O-004033,Active,SD-000374,Receptive
L shape,O-004034,Active,SD-000220,Imitation
L shape,O-004035,Active,SD-000062,Cutting
l words,O-004036,Active,SD-000518,Words - VI
l?,O-004037,Active,SD-000065,CV - VI
l?,O-004038,Active,SD-000065,CV - VI
Label Items  F4,O-004039,Active,SD-000136,Expressive
Label Items  F4,O-004040,Active,SD-000167,Expressive Imitation
Label Items  F6,O-004041,Active,SD-000136,Expressive
Label Items  F6,O-004042,Active,SD-000167,Expressive Imitation
Label Items  F7,O-004043,Active,SD-000136,Expressive
Label Items  F7,O-004044,Active,SD-000167,Expressive Imitation
Label Items F2,O-004045,Active,SD-000136,Expressive
Label Items F2,O-004046,Active,SD-000167,Expressive Imitation
Label Items F3,O-004047,Active,SD-000136,Expressive
Label Items F3,O-004048,Active,SD-000167,Expressive Imitation
Label Items F5,O-004049,Active,SD-000136,Expressive
Label Items F5,O-004050,Active,SD-000167,Expressive Imitation
Label Items F8,O-004051,Active,SD-000136,Expressive
Label Items F8,O-004052,Active,SD-000167,Expressive Imitation
Label Items F9,O-004053,Active,SD-000136,Expressive
Label Items F9,O-004054,Active,SD-000167,Expressive Imitation
Lake,O-004058,Active,SD-000117,Exposure
Lamp,O-004059,Active,SD-000249,Location
Latches,O-004060,Active,SD-000021,Activity
laugh,O-004061,Active,SD-000182,Future
laugh,O-004062,Active,SD-000511,Why don't/because
laugh/smile,O-004063,Active,SD-000514,Why/because
laughed,O-004064,Active,SD-000299,Past
Laughing,O-004065,Active,SD-000359,Receptive
Laughing,O-004066,Active,SD-000122,Expressive
laughing,O-004067,Active,SD-000322,Present
Laundry,O-004068,Active,SD-000381,Receptive
Laundry,O-004069,Active,SD-000139,Expressive
Laundry,O-004070,Active,SD-000249,Location
l?,O-004071,Active,SD-000065,CV - VI
l?,O-004072,Active,SD-000065,CV - VI
Leaf,O-004073,Active,SD-000371,Receptive
Leaf,O-004074,Active,SD-000131,Expressive
Leg,O-004075,Active,SD-000371,Receptive
Leg,O-004076,Active,SD-000131,Expressive
Lego,O-004077,Active,SD-000323,Co-operative play with therapist
Lego,O-004078,Active,SD-000023,Activity
lego,O-004079,Active,SD-000266,Matching
lego,O-004080,Active,SD-000154,Expressive
lego,O-004081,Active,SD-000392,Receptive
Legs,O-004082,Active,SD-000124,Expressive
Legs,O-004083,Active,SD-000362,Receptive
Legs,O-004084,Active,SD-000007,2D Receptive
Less preferred,O-004085,Active,SD-000041,Change aspect of play
Less preferred  2 seconds,O-004086,Active,SD-000041,Change aspect of play
Less preferred 1 minute,O-004087,Active,SD-000041,Change aspect of play
Less preferred 10 seconds,O-004088,Active,SD-000041,Change aspect of play
Less preferred 15 seconds,O-004089,Active,SD-000041,Change aspect of play
Less preferred 20 seconds,O-004090,Active,SD-000041,Change aspect of play
Less preferred 30 seconds,O-004091,Active,SD-000041,Change aspect of play
Less preferred 45 seconds,O-004092,Active,SD-000041,Change aspect of play
Less preferred 5 seconds,O-004093,Active,SD-000041,Change aspect of play
Less preferred item - 2sec,O-004094,Active,SD-000505,Wait w visual
Less preferred item-10sec,O-004095,Active,SD-000505,Wait w visual
Less preferred item-15 sec,O-004096,Active,SD-000505,Wait w visual
Less preferred item-1min,O-004097,Active,SD-000505,Wait w visual
Less preferred item-20sec,O-004098,Active,SD-000505,Wait w visual
Less preferred item-30sec,O-004099,Active,SD-000505,Wait w visual
Less preferred item-45sec,O-004100,Active,SD-000505,Wait w visual
Less preferred item-5sec,O-004101,Active,SD-000505,Wait w visual
Let's play (activity),O-004102,Active,SD-000054,Independent request
Lets go and play (activity/toy),O-004103,Active,SD-000054,Independent request
Letters,O-004104,Active,SD-000398,Receptive After
Letters,O-004105,Active,SD-000163,Expressive Before
Letters,O-004106,Active,SD-000162,Expressive After
Letters,O-004107,Active,SD-000399,Receptive Before
Lettuce,O-004108,Active,SD-000211,Identical
LH out to side,O-004109,Active,SD-000307,Imitation
LH to R Knee,O-004110,Active,SD-000307,Imitation
LH to R Shoulder,O-004111,Active,SD-000307,Imitation
LH touch head,O-004112,Active,SD-000307,Imitation
LH up,O-004113,Active,SD-000307,Imitation
l?,O-004114,Active,SD-000065,CV - VI
l?,O-004115,Active,SD-000065,CV - VI
Library,O-004116,Active,SD-000381,Receptive
Lick bottom teeth,O-004117,Active,SD-000222,Imitation
Lick lips,O-004118,Active,SD-000222,Imitation
Lick top teeth,O-004119,Active,SD-000222,Imitation
Lid,O-004120,Active,SD-000371,Receptive
Lid,O-004121,Active,SD-000131,Expressive
Lid off,O-004122,Active,SD-000021,Activity
Lid on,O-004123,Active,SD-000021,Activity
Lid on,O-004124,Active,SD-000356,Rec. play instr.
Lie Down,O-004125,Active,SD-000307,Imitation
Lie Down,O-004126,Active,SD-000352,Rec. Instr.
Light,O-004127,Active,SD-000214,Identical Receptive
Light,O-004128,Active,SD-000290,Receptive (opposite) (item)
Light,O-004129,Active,SD-000143,Expressive
Light,O-004130,Active,SD-000086,Exp. non-visual
Light,O-004131,Active,SD-000371,Receptive
Light,O-004132,Active,SD-000131,Expressive
Light Off,O-004133,Active,SD-000234,Instruction w contextual cue
Light On,O-004134,Active,SD-000234,Instruction w contextual cue
Line to same,O-004136,Active,SD-000519,Worksheet
Line to Same,O-004137,Active,SD-000519,Worksheet
Line to same (1 shape),O-004138,Active,SD-000519,Worksheet
Line to same (2 shapes),O-004139,Active,SD-000519,Worksheet
Line to same (3 shapes),O-004140,Active,SD-000519,Worksheet
Line to same (4 shapes),O-004141,Active,SD-000519,Worksheet
Lion,O-004142,Active,SD-000170,Expressive Q/A
Lion,O-004143,Active,SD-000170,Expressive Q/A
Lion,O-004144,Active,SD-000326,Pretend to be
lion,O-004145,Active,SD-000266,Matching
lion,O-004146,Active,SD-000154,Expressive
Lion,O-004147,Active,SD-000403,Receptive Q/A
Lion,O-004148,Active,SD-000160,Expressive (Animal says...)
lion,O-004149,Active,SD-000392,Receptive
Lion,O-004150,Active,SD-000007,2D Receptive
Little,O-004151,Active,SD-000214,Identical Receptive
Little,O-004152,Active,SD-000290,Receptive (opposite) (item)
Little,O-004153,Active,SD-000143,Expressive
Little,O-004154,Active,SD-000086,Exp. non-visual
Little green frog (Galoomph),O-004155,Active,SD-000110,Exposure
Little green frog (Galoomph),O-004156,Active,SD-000237,Intraverbal
Little green frog (Galoomph),O-004157,Active,SD-000443,Song with imitation
Little green frog (Galoomph),O-004158,Active,SD-000251,Mand
Live,O-004159,Active,SD-000339,Q/A
Live,O-004160,Active,SD-000411,Reciprocal
Living room,O-004161,Active,SD-000381,Receptive
Living Room,O-004162,Active,SD-000420,Room
Living room,O-004163,Active,SD-000139,Expressive
Living room,O-004164,Active,SD-000249,Location
Ll,O-004165,Active,SD-000270,Matching different cases
l?,O-004166,Active,SD-000065,CV - VI
l?,O-004167,Active,SD-000065,CV - VI
Location,O-004168,Active,SD-000198,Go To
locations,O-004169,Active,SD-000056,Communication opportunity
Long,O-004171,Active,SD-000214,Identical Receptive
Long,O-004172,Active,SD-000290,Receptive (opposite) (item)
Long,O-004173,Active,SD-000143,Expressive
Long,O-004174,Active,SD-000086,Exp. non-visual
Long/Short,O-004175,Active,SD-000012,4 step rec.instr
Looks in direction,O-004176,Active,SD-000052,Comment w gaze
Looks in direction,O-004177,Active,SD-000053,Comment w point
Loud,O-004178,Active,SD-000214,Identical Receptive
Loud,O-004179,Active,SD-000290,Receptive (opposite) (item)
Loud,O-004180,Active,SD-000166,Expressive hear
loud,O-004181,Active,SD-000425,Say it loudly/quietly
Loud,O-004182,Active,SD-000143,Expressive
Loud,O-004183,Active,SD-000086,Exp. non-visual
Loud,O-004184,Active,SD-000027,Adjusting vol. due proximity
Loud vs quiet,O-004185,Active,SD-000487,VI
Lounge room,O-004186,Active,SD-000381,Receptive
Lounge room,O-004187,Active,SD-000420,Room
Lounge room,O-004188,Active,SD-000139,Expressive
Lounge room,O-004189,Active,SD-000249,Location
Low,O-004190,Active,SD-000214,Identical Receptive
Low,O-004191,Active,SD-000290,Receptive (opposite) (item)
Low,O-004192,Active,SD-000143,Expressive
Low,O-004193,Active,SD-000086,Exp. non-visual
low preferred activity,O-004194,Active,SD-000026,Activity with distraction
Low vs High,O-004195,Active,SD-000176,Expressive w/ objects
Low vs High,O-004196,Active,SD-000284,Non visual
Low vs High,O-004197,Active,SD-000304,Pictures
Low vs High (re-intro'd),O-004198,Active,SD-000176,Expressive w/ objects
l?,O-004199,Active,SD-000065,CV - VI
l?,O-004200,Active,SD-000065,CV - VI
Lunch box,O-004201,Active,SD-000523,Written Word
Lunchbox in bag,O-004202,Active,SD-000234,Instruction w contextual cue
m,O-004204,Active,SD-000445,Sound paired w gesture
M,O-004205,Active,SD-000259,Matching
m,O-004206,Active,SD-000259,Matching
M,O-004207,Active,SD-000380,Receptive
m,O-004208,Active,SD-000380,Receptive
m,O-004209,Active,SD-000424,Say (sound) th points
m,O-004210,Active,SD-000387,Receptive
m,O-004211,Active,SD-000479,Trace
M,O-004212,Active,SD-000479,Trace
m,O-004213,Active,SD-000438,Single sound VI
m,O-004214,Active,SD-000520,Write (no visual)
M,O-004215,Active,SD-000520,Write (no visual)
M,O-004216,Active,SD-000138,Expressive
m,O-004217,Active,SD-000138,Expressive
m,O-004218,Active,SD-000145,Expressive
m,O-004219,Active,SD-000521,Write (with visual)
M,O-004220,Active,SD-000521,Write (with visual)
m words,O-004221,Active,SD-000518,Words - VI
m?,O-004222,Active,SD-000065,CV - VI
m?,O-004223,Active,SD-000065,CV - VI
Magnet,O-004224,Active,SD-000273,missing component w/ visual
magnetic blocks,O-004225,Active,SD-000323,Co-operative play with therapist
make 10,O-004226,Active,SD-000384,Receptive
make a sandwich,O-004227,Active,SD-000460,Tell me how to
Make fist,O-004228,Active,SD-000002,1 step
March,O-004231,Active,SD-000126,Expressive
March,O-004232,Active,SD-000254,Matching
March,O-004233,Active,SD-000364,Receptive
Marco polo,O-004234,Active,SD-000440,Social game
Match-Candle,O-004235,Active,SD-000360,Receptive
Match-Candle,O-004236,Active,SD-000123,Expressive
Matching eggs,O-004237,Active,SD-000069,Do (activity)
Matching eggs - cross,O-004238,Active,SD-000069,Do (activity)
Matching eggs - square,O-004239,Active,SD-000069,Do (activity)
Matching eggs - star,O-004240,Active,SD-000069,Do (activity)
Matching eggs - triangle,O-004241,Active,SD-000069,Do (activity)
Matching eggs (re-intro'd),O-004242,Active,SD-000069,Do (activity)
Mattress,O-004243,Active,SD-000249,Location
May,O-004244,Active,SD-000126,Expressive
May,O-004245,Active,SD-000254,Matching
May,O-004246,Active,SD-000364,Receptive
Mazes,O-004247,Active,SD-000519,Worksheet
Mcdonalds,O-004248,Active,SD-000381,Receptive
Mcdonalds,O-004249,Active,SD-000168,Expressive Occupation Location
Mcdonalds,O-004250,Active,SD-000139,Expressive
Mcdonalds,O-004251,Active,SD-000400,Receptive Function
Mcdonalds,O-004252,Active,SD-000165,Expressive Function
m?,O-004253,Active,SD-000065,CV - VI
m?,O-004254,Active,SD-000065,CV - VI
Mechanic,O-004255,Active,SD-000078,Exp. function
Mechanic,O-004256,Active,SD-000142,Expressive
Mechanic,O-004257,Active,SD-000414,Reverse exp. function
Mechanic,O-004258,Active,SD-000312,Play scenario
Mechanic,O-004259,Active,SD-000385,Receptive
Mechanic,O-004260,Active,SD-000094,Exposure
Memorised three Step,O-004261,Active,SD-000307,Imitation
Memorised two Step,O-004262,Active,SD-000307,Imitation
Memory,O-004263,Active,SD-000183,Game
Memory,O-004264,Active,SD-000440,Social game
Men,O-004265,Active,SD-000388,Receptive
m?,O-004266,Active,SD-000065,CV - VI
m?,O-004267,Active,SD-000065,CV - VI
Mice,O-004268,Active,SD-000388,Receptive
milk,O-004269,Active,SD-000266,Matching
milk,O-004270,Active,SD-000154,Expressive
milk,O-004271,Active,SD-000392,Receptive
Milk,O-004272,Active,SD-000007,2D Receptive
Mine vs not mine,O-004273,Active,SD-000130,Expressive
Mine vs Not Mine,O-004274,Active,SD-000340,Q/A
Minecraft,O-004275,Active,SD-000323,Co-operative play with therapist
Mm,O-004276,Active,SD-000270,Matching different cases
m?,O-004277,Active,SD-000065,CV - VI
m?,O-004278,Active,SD-000065,CV - VI
Moderate vs High,O-004279,Active,SD-000176,Expressive w/ objects
Moderate vs High,O-004280,Active,SD-000284,Non visual
Moderate vs High,O-004281,Active,SD-000304,Pictures
Monday,O-004282,Active,SD-000132,Expressive
Monday,O-004283,Active,SD-000373,Receptive
Monkey,O-004284,Active,SD-000170,Expressive Q/A
Monkey,O-004285,Active,SD-000170,Expressive Q/A
Monkey,O-004286,Active,SD-000403,Receptive Q/A
Monkey,O-004287,Active,SD-000160,Expressive (Animal says...)
Monkey,O-004288,Active,SD-000326,Pretend to be
Monster,O-004289,Active,SD-000216,Imaginary Play
Months,O-004290,Active,SD-000398,Receptive After
Months,O-004291,Active,SD-000163,Expressive Before
Months,O-004292,Active,SD-000162,Expressive After
Months,O-004293,Active,SD-000399,Receptive Before
Moon,O-004294,Active,SD-000149,Expressive
moon,O-004295,Active,SD-000266,Matching
moon,O-004296,Active,SD-000154,Expressive
Moon,O-004297,Active,SD-000264,Matching
Moon,O-004298,Active,SD-000391,Receptive
moon,O-004299,Active,SD-000392,Receptive
Moon-Stars,O-004300,Active,SD-000360,Receptive
Moon-Stars,O-004301,Active,SD-000123,Expressive
More,O-004302,Active,SD-000054,Independent request
More,O-004303,Active,SD-000106,Exposure
more,O-004304,Active,SD-000056,Communication opportunity
More,O-004305,Active,SD-000109,Exposure
More,O-004306,Active,SD-000051,Comm. opportunity
More (re-intro'd),O-004307,Active,SD-000054,Independent request
morning,O-004308,Active,SD-000172,Expressive reverse
Mosque,O-004309,Active,SD-000381,Receptive
Mosque,O-004310,Active,SD-000139,Expressive
most of,O-004311,Active,SD-000384,Receptive
motorbike,O-004312,Active,SD-000266,Matching
motorbike,O-004313,Active,SD-000154,Expressive
motorbike,O-004314,Active,SD-000392,Receptive
Motorbike,O-004315,Active,SD-000007,2D Receptive
Mouse,O-004316,Active,SD-000210,Identical
Mouse,O-004317,Active,SD-000286,Non-Identical
Mouse,O-004318,Active,SD-000211,Identical
Mouse,O-004319,Active,SD-000287,Non-identical
Mouse,O-004320,Active,SD-000212,Identical
Mouse,O-004321,Active,SD-000288,Non-identical
Mouse,O-004322,Active,SD-000170,Expressive Q/A
Mouse,O-004323,Active,SD-000170,Expressive Q/A
Mouse,O-004324,Active,SD-000135,Expressive
Mouse,O-004325,Active,SD-000007,2D Receptive
Mouse,O-004326,Active,SD-000011,3D Receptive
mouse,O-004327,Active,SD-000266,Matching
mouse,O-004328,Active,SD-000154,Expressive
Mouse,O-004329,Active,SD-000363,Receptive
Mouse,O-004330,Active,SD-000125,Expressive
Mouse,O-004331,Active,SD-000403,Receptive Q/A
Mouse,O-004332,Active,SD-000160,Expressive (Animal says...)
mouse,O-004333,Active,SD-000392,Receptive
Mouse,O-004334,Active,SD-000175,Expressive visual only
Mouse,O-004335,Active,SD-000326,Pretend to be
Mouth,O-004336,Active,SD-000124,Expressive
Mouth,O-004337,Active,SD-000362,Receptive
Mouth,O-004338,Active,SD-000371,Receptive
Mouth,O-004339,Active,SD-000131,Expressive
Mouth,O-004340,Active,SD-000007,2D Receptive
mouth in 'oo' shape,O-004341,Active,SD-000222,Imitation
Move,O-004342,Active,SD-000040,With therapists
Move away please,O-004343,Active,SD-000040,With therapists
Move please,O-004344,Active,SD-000040,With therapists
MR discrim,O-004345,Active,SD-000356,Rec. play instr.
Mr potato head,O-004346,Active,SD-000323,Co-operative play with therapist
Mr Potato Head,O-004347,Active,SD-000069,Do (activity)
Mr. Potato Head,O-004348,Active,SD-000021,Activity
Mr. Potato head,O-004349,Active,SD-000023,Activity
m?,O-004350,Active,SD-000065,CV - VI
m?,O-004351,Active,SD-000065,CV - VI
multiple pictures,O-004352,Active,SD-000337,Q/A
Mum,O-004353,Active,SD-000263,Matching
Mum,O-004354,Active,SD-000386,Receptive
mum,O-004355,Active,SD-000266,Matching
mum,O-004356,Active,SD-000154,Expressive
Mum,O-004357,Active,SD-000301,Person
Mum,O-004358,Active,SD-000144,Expressive
mum,O-004359,Active,SD-000392,Receptive
Mum,O-004360,Active,SD-000249,Location
Mum's  room,O-004362,Active,SD-000420,Room
Mum's home,O-004363,Active,SD-000381,Receptive
Mum's home,O-004364,Active,SD-000139,Expressive
Mum's name,O-004365,Active,SD-000411,Reciprocal
Mummy,O-004367,Active,SD-000144,Expressive
Mums name,O-004368,Active,SD-000339,Q/A
Museum,O-004369,Active,SD-000381,Receptive
Museum,O-004370,Active,SD-000139,Expressive
Music,O-004371,Active,SD-000323,Co-operative play with therapist
music,O-004372,Active,SD-000266,Matching
music,O-004373,Active,SD-000154,Expressive
music,O-004374,Active,SD-000392,Receptive
Musical chairs,O-004375,Active,SD-000440,Social game
Musical Instrument,O-004376,Active,SD-000033,Brainstorming
Musical Instrument,O-004377,Active,SD-000159,Expressive - What is
Musical Instrument,O-004378,Active,SD-000461,TH gives clues
Musical Instrument,O-004379,Active,SD-000255,Matching
Musical Instrument,O-004380,Active,SD-000444,Sorting
Musical Instrument,O-004381,Active,SD-000365,Receptive
Musical Instrument,O-004382,Active,SD-000158,Expressive - Tell me
Musical Instrument,O-004383,Active,SD-000157,Expressive - Intra-verbal
Musical Instruments,O-004384,Active,SD-000023,Activity
Musical statues,O-004385,Active,SD-000440,Social game
Musical statues,O-004386,Active,SD-000440,Social game
Musical Toys,O-004387,Active,SD-000023,Activity
My,O-004388,Active,SD-000354,Rec. My/Your
My,O-004389,Active,SD-000085,Exp. My/Your
My (body part),O-004390,Active,SD-000354,Rec. My/Your
My (body part),O-004391,Active,SD-000085,Exp. My/Your
My (generalised),O-004392,Active,SD-000354,Rec. My/Your
My (item),O-004393,Active,SD-000354,Rec. My/Your
My (item),O-004394,Active,SD-000085,Exp. My/Your
My (item) is (colour),O-004395,Active,SD-000449,Statement
My turn,O-004396,Active,SD-000040,With therapists
n,O-004397,Active,SD-000445,Sound paired w gesture
N,O-004398,Active,SD-000259,Matching
n,O-004399,Active,SD-000259,Matching
N,O-004400,Active,SD-000380,Receptive
n,O-004401,Active,SD-000380,Receptive
n,O-004402,Active,SD-000424,Say (sound) th points
n,O-004403,Active,SD-000387,Receptive
n,O-004404,Active,SD-000479,Trace
N,O-004405,Active,SD-000479,Trace
n,O-004406,Active,SD-000438,Single sound VI
n,O-004407,Active,SD-000520,Write (no visual)
N,O-004408,Active,SD-000520,Write (no visual)
N,O-004409,Active,SD-000138,Expressive
n,O-004410,Active,SD-000138,Expressive
n,O-004411,Active,SD-000145,Expressive
n,O-004412,Active,SD-000521,Write (with visual)
N,O-004413,Active,SD-000521,Write (with visual)
n words,O-004414,Active,SD-000518,Words - VI
n?,O-004415,Active,SD-000065,CV - VI
n?,O-004416,Active,SD-000065,CV - VI
Name,O-004417,Active,SD-000339,Q/A
Name,O-004418,Active,SD-000339,Q/A
Name,O-004419,Active,SD-000411,Reciprocal
Name on item,O-004420,Active,SD-000377,Receptive
Nappy,O-004421,Active,SD-000210,Identical
Nappy,O-004422,Active,SD-000286,Non-Identical
Nappy,O-004423,Active,SD-000211,Identical
Nappy,O-004424,Active,SD-000287,Non-identical
Nappy,O-004425,Active,SD-000212,Identical
Nappy,O-004426,Active,SD-000288,Non-identical
Nappy,O-004427,Active,SD-000135,Expressive
Nappy,O-004428,Active,SD-000007,2D Receptive
Nappy,O-004429,Active,SD-000011,3D Receptive
Nappy,O-004430,Active,SD-000363,Receptive
Nappy,O-004431,Active,SD-000125,Expressive
Nappy,O-004432,Active,SD-000238,Item
Navigate from home screen,O-004434,Active,SD-000056,Communication opportunity
n?,O-004435,Active,SD-000065,CV - VI
n?,O-004436,Active,SD-000065,CV - VI
Near,O-004437,Active,SD-000214,Identical Receptive
Near,O-004438,Active,SD-000290,Receptive (opposite) (item)
Near,O-004439,Active,SD-000143,Expressive
New,O-004445,Active,SD-000214,Identical Receptive
New,O-004446,Active,SD-000290,Receptive (opposite) (item)
New,O-004447,Active,SD-000143,Expressive
New,O-004448,Active,SD-000086,Exp. non-visual
Newsagent,O-004449,Active,SD-000381,Receptive
Newsagent,O-004450,Active,SD-000168,Expressive Occupation Location
Newsagent,O-004451,Active,SD-000139,Expressive
Newsagent,O-004452,Active,SD-000400,Receptive Function
Newsagent,O-004453,Active,SD-000165,Expressive Function
Next To,O-004454,Active,SD-000389,Receptive
Next To,O-004455,Active,SD-000358,Rec. prep. location
Next To,O-004456,Active,SD-000353,Rec. item prep. loc.
Next To,O-004457,Active,SD-000090,Exp. prep. location
Next To,O-004458,Active,SD-000081,Exp. item. prep. loc.
Next To,O-004459,Active,SD-000045,Client Preposition
Next to,O-004460,Active,SD-000096,Exposure
Next to chair,O-004461,Active,SD-000228,Instruction
ng,O-004462,Active,SD-000445,Sound paired w gesture
ng,O-004463,Active,SD-000424,Say (sound) th points
n?,O-004464,Active,SD-000065,CV - VI
n?,O-004465,Active,SD-000065,CV - VI
night,O-004466,Active,SD-000172,Expressive reverse
Nn,O-004467,Active,SD-000270,Matching different cases
No,O-004468,Active,SD-000040,With therapists
No,O-004469,Active,SD-000236,Instructional gesture
No,O-004470,Active,SD-000334,Q/A
No,O-004471,Active,SD-000106,Exposure
No,O-004472,Active,SD-000109,Exposure
No,O-004473,Active,SD-000178,Factual
No,O-004474,Active,SD-000379,Receptive
No,O-004475,Active,SD-000051,Comm. opportunity
No,O-004476,Active,SD-000349,Question without visual
No,O-004477,Active,SD-000348,Question with visual
No,O-004478,Active,SD-000054,Independent request
no,O-004479,Active,SD-000056,Communication opportunity
n?,O-004480,Active,SD-000065,CV - VI
n?,O-004481,Active,SD-000065,CV - VI
No I don't  want to,O-004482,Active,SD-000040,With therapists
No that's silly,O-004483,Active,SD-000040,With therapists
No visual,O-004484,Active,SD-000482,Type
Non-Preferred,O-004485,Active,SD-000305,Place in finished box
Non-Preferred  1 min,O-004486,Active,SD-000305,Place in finished box
Non-Preferred  2 min,O-004487,Active,SD-000305,Place in finished box
Non-Preferred  30 sec,O-004488,Active,SD-000305,Place in finished box
non-preferred - 1m,O-004489,Active,SD-000454,Stop
non-preferred - 2m,O-004490,Active,SD-000454,Stop
non-preferred - 3m,O-004491,Active,SD-000454,Stop
non-preferred - across room,O-004492,Active,SD-000454,Stop
Non-Preferred 10 min,O-004493,Active,SD-000305,Place in finished box
Non-Preferred 10 sec,O-004494,Active,SD-000305,Place in finished box
Non-Preferred 20 sec,O-004495,Active,SD-000305,Place in finished box
Non-Preferred 5 min,O-004496,Active,SD-000305,Place in finished box
Non-Preferred 5 sec,O-004497,Active,SD-000305,Place in finished box
Non-Preferred 8 min,O-004498,Active,SD-000305,Place in finished box
Non-Preferred Play,O-004499,Active,SD-000001,1 person
Non-Preferred Play,O-004500,Active,SD-000181,From Play
Non-Preferred/Highly Preferred,O-004501,Active,SD-000060,Contingency
Non-visual,O-004502,Active,SD-000433,Sequencing
Non-Visual A-E,O-004503,Active,SD-000428,Sequence
Non-Visual A-J,O-004504,Active,SD-000428,Sequence
Non-Visual A-O,O-004505,Active,SD-000428,Sequence
Non-Visual A-T,O-004506,Active,SD-000428,Sequence
Non-Visual A-Z,O-004507,Active,SD-000428,Sequence
Non-Visual F-J,O-004508,Active,SD-000428,Sequence
Non-Visual K-O,O-004509,Active,SD-000428,Sequence
Non-Visual P-T,O-004510,Active,SD-000428,Sequence
Non-Visual U-Z,O-004511,Active,SD-000428,Sequence
Non-Vocal Communication,O-004512,Active,SD-000054,Independent request
none,O-004513,Active,SD-000384,Receptive
Noodles,O-004514,Active,SD-000175,Expressive visual only
Noodles,O-004515,Active,SD-000135,Expressive
Normal,O-004516,Active,SD-000027,Adjusting vol. due proximity
Nose,O-004517,Active,SD-000362,Receptive
Nose,O-004518,Active,SD-000371,Receptive
Nose,O-004519,Active,SD-000131,Expressive
Nose,O-004520,Active,SD-000007,2D Receptive
Nose,O-004521,Active,SD-000124,Expressive
not,O-004522,Active,SD-000260,Matching
not,O-004523,Active,SD-000140,Expressive
not,O-004524,Active,SD-000266,Matching
not,O-004525,Active,SD-000154,Expressive
not,O-004526,Active,SD-000382,Receptive
not,O-004527,Active,SD-000392,Receptive
Not allowed,O-004528,Active,SD-000351,Rec. instr.
Not allowed,O-004529,Active,SD-000513,Why/because
Not available,O-004530,Active,SD-000485,Verbal
Not Available,O-004531,Active,SD-000494,Visual
Not Available,O-004532,Active,SD-000500,Visual and Verbal
Not here,O-004533,Active,SD-000351,Rec. instr.
Not here,O-004534,Active,SD-000513,Why/because
November,O-004535,Active,SD-000126,Expressive
November,O-004536,Active,SD-000254,Matching
November,O-004537,Active,SD-000364,Receptive
n?,O-004538,Active,SD-000065,CV - VI
n?,O-004539,Active,SD-000065,CV - VI
Numbers,O-004540,Active,SD-000398,Receptive After
Numbers,O-004541,Active,SD-000163,Expressive Before
Numbers,O-004542,Active,SD-000162,Expressive After
Numbers,O-004543,Active,SD-000399,Receptive Before
Numbers (various),O-004544,Active,SD-000521,Write (with visual)
Nurse,O-004545,Active,SD-000078,Exp. function
Nurse,O-004546,Active,SD-000142,Expressive
Nurse,O-004547,Active,SD-000414,Reverse exp. function
Nurse,O-004548,Active,SD-000385,Receptive
Nurse,O-004549,Active,SD-000094,Exposure
Nuts,O-004550,Active,SD-000175,Expressive visual only
Nuts,O-004551,Active,SD-000135,Expressive
NVI,O-004552,Active,SD-000357,Rec. play instr.
o,O-004553,Active,SD-000445,Sound paired w gesture
O,O-004554,Active,SD-000259,Matching
o,O-004555,Active,SD-000259,Matching
O,O-004556,Active,SD-000380,Receptive
o,O-004557,Active,SD-000380,Receptive
o,O-004558,Active,SD-000387,Receptive
o,O-004559,Active,SD-000479,Trace
O,O-004560,Active,SD-000479,Trace
o,O-004561,Active,SD-000520,Write (no visual)
O,O-004562,Active,SD-000520,Write (no visual)
O,O-004563,Active,SD-000138,Expressive
o,O-004564,Active,SD-000138,Expressive
o,O-004565,Active,SD-000145,Expressive
o,O-004566,Active,SD-000521,Write (with visual)
O,O-004567,Active,SD-000521,Write (with visual)
?,O-004568,Active,SD-000438,Single sound VI
?,O-004569,Active,SD-000438,Single sound VI
o words,O-004570,Active,SD-000518,Words - VI
oa,O-004573,Active,SD-000387,Receptive
oa,O-004574,Active,SD-000145,Expressive
oar,O-004575,Active,SD-000424,Say (sound) th points
?b,O-004576,Active,SD-000484,VC - VI
?b,O-004577,Active,SD-000484,VC - VI
